Name,Divisions,Latitude,Longitude,Address,Normal_site,Auto_site,Glamping,Caravan,Restroom,Shower_room,Sink,Homepage
줄포만갯벌생태공원 캠핑장 (구 마루아라힐링캠프),일반야영장,35.5830706,126.6741767,전북 부안군 줄포면 생태공원로 38,44,0,0,0,4,4,11,https://julpoman.buan.go.kr/home/
물동네힐링 야영장,"일반야영장,자동차야영장",37.7174539,127.3158468,경기 남양주시 수동면 비룡로 945,44,0,0,0,5,10,10,http://www.xn--950b94cwyhitbix3cqqiloe.com/
백미리 희망캠핑장,일반야영장,37.1473174,126.6828463,경기 화성시 서신면 백미길 210-24,44,0,0,0,0,0,0,http://www.hopecamping.co.kr/default/
별나무 캠핑장,일반야영장,35.7801235,128.2693287,경상북도 고령군 운수면 법승길 18-26 ,45,0,0,0,1,1,1,https://cafe.naver.com/purplel54sn
설매재 자연휴양림 야영장,자동차야영장,37.5568096,127.5090407,경기도 양평군 옥천면 용천로 510 ,45,0,0,0,3,1,3,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID04030004
어라운드 빌리지 ,자동차야영장,36.4456179,127.7532375,충청북도 보은군 탄부면 사직리 ,45,0,0,0,2,2,2,http://www.aroundvillage.kr/default/
텐타우스 ,"자동차야영장,글램핑",35.967423,129.2910967,경상북도 경주시 강동면 왕신숲골안길 5 ,45,0,0,0,3,2,2,https://tentaus.modoo.at/
포항오토캠핑장 루트7 ,일반야영장,36.2458924,129.3710469,경상북도 포항시 북구 송라면 동해대로 3166 ,45,0,0,0,2,2,1,https://route7.modoo.at/
나라펜션캠핑장,일반야영장,37.1997701,126.5603735,경기 안산시 단원구 장불길 31-23 (대부남동),45,0,0,0,4,8,12,http://www.narapension.co.kr/
가온누리캠핑체험장 ,일반야영장,35.9811535,129.1374157,경상북도 경주시 안강읍 하곡리 ,46,0,0,0,2,2,1,https://www.gyeongju.go.kr/tour/page.do?mnu_uid=2339&con_uid=559&cmd=2
농협회사법인 봉좌마을 캠핑장 ,"일반야영장,카라반,글램핑",36.0777955,129.1700704,경상북도 포항시 북구 기계면 봉계리 262-1 ,46,0,8,0,4,2,2,http://bjmul.kr/
서천 늘푸른캠핑장 ,"일반야영장,글램핑",36.0852259,126.6451667,충청남도 서천군 마서면 한성리 ,46,0,7,0,2,2,2,http://xn--wh1bk4ki1t6kfcua.kr/
영천시 공예촌 캠핑체험장,"자동차야영장,카라반",36.080549,129.0191382,경상북도 영천시 자양면 포은로 1625-11 ,46,0,2,0,2,2,3,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=2253&viewType=read01
용문산관광지 야영장,"자동차야영장,글램핑",37.5472919,127.5798267,경기도 양평군 용문산로 684-0 ,46,0,6,0,1,1,2,https://gocamping.or.kr/bsite/camp/info/read.do?c_no=2378
구만산장 캠핑장 ,일반야영장,35.6000451,128.8703639,경상남도 밀양시 산내면 봉의로 223-6 ,47,0,0,0,2,2,2,http://gumansan.co.kr/
중랑캠핑숲(중랑가족캠핑장),자동차야영장,37.6049896,127.1093075,서울특별시  중랑구 망우동 ,47,0,0,0,3,2,1,http://joongrangsoop.com/
초막골생태공원 느티나무야영장 ,"자동차야영장,글램핑",37.3473716,126.9186104,경기도 군포시 산본동 ,47,0,16,0,3,4,2,https://gocamping.or.kr/bsite/camp/info/read.do?c_no=2963
청천 화양동관광농원 초롱이캠핑장,일반야영장,36.6436068,127.88496,충청북도 괴산군 청천면 다보길 8 ,48,0,0,0,2,4,3,http://www.hwayangdong.co.kr/camp/
선재오토캠핑장,자동차야영장,37.2491558,126.5263717,인천 옹진군 영흥면 선재로186번길 86-22,48,0,0,0,1,1,2,https://sjautocamping.imweb.me/
완도 명사십리 오토캠핑장 ,일반야영장,34.3298246,126.8117379,전남 완도군 신지면 명사십리61번길 54,48,0,0,17,1,1,1,http://www.campwando.com/
화암약수 야영장 ,"자동차야영장,카라반",37.3288968,128.7853775,강원도 정선군 화암면 약수길 1300 ,49,0,0,20,3,1,2,https://www.watchticket.co.kr/html/main/main_hwaam.asp
강릉 노추산 힐링캠프,자동차야영장,37.570447,128.796319,강원도 강릉시 왕산면 대기리 ,50,0,0,0,2,1,1,https://nochusan.modoo.at/
강변오토캠핑장 ,일반야영장,36.8206892,127.8414386,충청북도 괴산군 괴산읍 검승리 ,50,0,0,0,2,2,1,http://www.dssiseol.or.kr/pages/yeyak_sports/page.html?mc=1186
고길동 캠핑장 ,자동차야영장,37.8276478,127.833961,강원도 홍천군 북방면 북방리 946,50,0,0,0,1,1,2,https://gogildongcamp.modoo.at/
구룡레져타운야영장,"일반야영장,카라반,글램핑",37.4400428,128.0546124,강원도 원주시 소초면 치악로 3403 ,50,0,5,15,2,2,2,http://www.xn--2e0b64rusa724boyboww.com/
꿈에그린 캠핑장 ,일반야영장,38.0139897,127.3711154,경기도 포천시 이동면 화동로1870번길 31 ,50,0,0,0,1,1,1,https://dreamgreencam.modoo.at/
노일강 캠핑장 ,자동차야영장,37.6887448,127.7332775,강원도 홍천군 노일로 344-14 ,50,0,0,0,2,2,4,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=612&viewType=read01
러브팜캠핑장,자동차야영장,38.0577562,127.5324547,강원도 화천군 사내면 삼일리 ,50,0,0,0,3,1,6,https://lovefarm.modoo.at/
로하스 캠핑장 ,자동차야영장,38.1321962,127.0256313,경기도 연천군 중면 삼곶리 ,50,0,0,0,2,1,1,https://golohas.kr/
모꼬지캠핑장,일반야영장,35.7190767,127.0109391,전북 김제시 금산면 모악로 167-16,50,0,0,0,3,3,2,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1070&viewType=read01
반디캠프 ,일반야영장,37.7751154,126.9217065,경기도 파주시 광탄면 기산리 ,50,0,0,0,2,2,1,https://cafe.naver.com/ksm8558k
봉평마가리 캠핑장 ,자동차야영장,37.6457374,128.3695929,강원도 평창군 봉평면 원길리 ,50,0,0,0,2,2,2,https://magari.modoo.at/
삼장다목적캠핑장 ,"일반야영장,자동차야영장",35.3079167,127.8338141,경상남도 산청군 삼장면 친환경로 409-28 ,50,0,0,0,2,1,3,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1556&viewType=read01
아우라지관광지 ,자동차야영장,37.4754538,128.72394,강원도 정선군 여량면 여량리 ,50,0,0,0,2,2,2,http://www.auraji.net/board_read.asp?boardCode=tour&blang=&searchBoardField=&searchBoardText=&boardNumber=3&page=1&delMain=&cpSection=
양지생태마을캠핑장,"일반야영장,카라반",35.6951254,127.8605163,경남 거창군 마리면 진산길 157,50,0,0,2,3,1,3,https://cafe.naver.com/sunnycamp
예산 느티나무 캠핑장 ,일반야영장,36.5966729,126.90978,충청남도 예산군 신양면 차동송정길 2-71 ,50,0,0,0,4,2,2,http://nuticam.cafe24.com/
제주돌하르방 캠핑장,일반야영장,33.3238571,126.2389834,제주특별자치도 제주시 한경면 청수리 ,50,0,0,0,4,4,3,http://jejudolharbang.com/
중산리야영장 ,일반야영장,35.3079766,127.7486642,경상남도 산청군 시천면 지리산대로 320-2 ,50,0,0,0,1,0,1,https://reservation.knps.or.kr/information/campInfo.action?seqId=B011009
청송캠핑장 ,자동차야영장,37.3683199,128.2674725,강원 영월군 무릉도원면 무릉법흥로 1278-8,50,0,0,0,2,2,2,https://cscamping.co.kr/
패밀리 오토캠핑장 (한국전통문화 체험학교),일반야영장,36.8922136,128.1375076,충청북도 제천시 덕산면 월악리 ,50,0,0,0,1,1,1,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=3222&viewType=read03
폭포가 있는 캠핑장 ,자동차야영장,38.2085933,128.3553512,강원도 인제군 북면 용대리 ,50,0,0,0,2,1,2,http://www.mannacamp.co.kr/
학마을캠프,자동차야영장,38.2360354,127.2211981,강원도 철원군 동송읍 도피동길,50,0,0,0,2,1,2,https://cafe.naver.com/hackcamp
골짜구니야영장,자동차야영장,37.9639747,128.5159794,강원도 양양군 서면 구룡령로 1807,50,0,0,0,1,1,2,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=6740&viewType=read05
다누리골테마파크,자동차야영장,37.1293739,127.2435246,경기 용인시 처인구 이동읍 묘봉로277번길 41,50,0,0,0,2,2,7,http://www.danurigol.com/main/?load_popup=1
마운틴캠핑장 ,자동차야영장,37.1351799,127.3286221,경기 용인시 처인구 원삼면 후평로185번길 50,50,0,5,0,4,4,10,http://www.mtpension.com/
원동자연휴양림 ,일반야영장,35.3977583,128.9389714,경상남도 양산시 원동면 내포리 ,51,0,0,0,3,2,1,https://wondongforest.modoo.at/
괴강국민여가캠핑장 ,자동차야영장,36.8080239,127.824917,충북 괴산군 괴산읍 충민로검승3길 10,52,0,0,0,2,2,3,https://jwyccamp.kr/
백무동야영장 ,일반야영장,35.3580771,127.6813458,경상남도 함양군 마천면 강청리 ,52,0,0,0,0,0,0,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1266&viewType=read01
베어스 캠프,일반야영장,37.8292414,127.2717117,경기도 포천시 내촌면 금강로3046번길 106 ,52,0,0,0,4,4,2,http://bearscamp.co.kr/
정선국민여가캠핑장 (회동솔향캠핑장),일반야영장,37.4112323,128.5856789,강원도 정선군 정선읍 회동리 ,52,0,0,0,3,2,4,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=2696&viewType=read01
백양사 가인야영장,일반야영장,35.4331068,126.881391,전라남도 장성군 북하면 약수리 108,52,0,0,0,2,0,3,https://reservation.knps.or.kr/information/campInfo.action?seqId=B041001
천황사 천황 야영장,일반야영장,34.7734182,126.718657,전라남도 영암군 영암읍 천황사로 280-73 ,52,0,0,0,2,1,1,https://reservation.knps.or.kr/information/campInfo.action?seqId=B201001
비로야영장 (소백산 비로오토파크캠핑&펜션),일반야영장,36.9220823,128.5046926,경상북도 영주시 풍기읍 삼가로 447-11 ,53,0,0,0,2,2,3,https://biroautopark.modoo.at/
사랑나무 캠핑장,자동차야영장,37.0725771,128.7448039,강원도 영월군 김삿갓면 내리계곡로 131-12 ,53,0,0,0,2,2,2,https://lovetreecamp.modoo.at/
웅이네캠핑장 ,"일반야영장,카라반",35.4086279,126.9492665,전라북도 순창군 복흥면 대방리 ,53,0,5,0,3,1,3,https://cafe.naver.com/woongcamping
국립삼봉자연휴양림 야영장,자동차야영장,37.8603759,128.4638393,강원도 홍천군 내면 상봉휴양길 276 ,55,0,0,0,2,1,2,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0107
서석캠핑장,자동차야영장,37.6968785,128.2506707,강원도 홍천군 서석면 생곡리 ,55,0,0,0,1,1,2,https://seoseokcamping.modoo.at/
망상오토캠핑리조트 제2오토캠핑장,"자동차야영장,카라반",37.5903965,129.0938782,강원도 동해시 망상동 ,56,0,0,41,2,2,2,https://www.mangsangcamping.or.kr/
산노리 캠핑장,자동차야영장,37.2443009,128.1653255,강원도 원주시 신림면 황둔리 1000,56,0,0,0,1,1,2,https://hdcps.modoo.at/
함양천자봉관광농원숲속애 ,일반야영장,35.5787042,127.6279683,경상남도 함양군 백전면 운산리 ,56,0,0,0,2,2,2,https://cafe.naver.com/soopsogae
둘레길관광농원,일반야영장,35.243576,127.7919829,경상남도 산청군 시천면 신천리 ,57,0,0,0,4,4,1,https://cafe.naver.com/jirisancamping
아잘리아 그린 ,일반야영장,36.9131452,126.4882269,충청남도 당진시 대호나루터길 105-75 ,57,0,0,0,4,4,2,https://booking.naver.com/booking/3/bizes/252030
속리산사나래캠핑장,자동차야영장,36.5738163,127.7710956,충청북도 보은군 산외면 속리산로 1770,58,0,0,0,2,2,2,https://booking.naver.com/booking/3/bizes/47335/items/2543048
웅포관광지 캠핑장 ,일반야영장,36.0658097,126.8754394,전라북도 익산시 웅포면 강변로 25 ,58,0,0,0,1,1,1,http://camping.iksan.go.kr/
담터맑은물 오토캠핑장,"일반야영장,글램핑",38.1481318,127.2068434,경기도 포천시 관인면 삼율리 6,58,0,6,0,2,1,2,https://cleanwatercamp.modoo.at/
감악산캠핑숲오토캠핑장,자동차야영장,37.2498068,128.1399087,강원도 원주시 신림면 황둔리 ,59,0,0,0,3,1,2,https://gcamping.modoo.at/
쿵쿵소 캠핑장 ,자동차야영장,37.6642633,128.4218853,강원도 평창군 봉평면 덕거리 ,59,0,0,0,1,1,1,https://kungkungso.modoo.at/
강촌달머리캠핑장,일반야영장,37.850929,127.5732255,강원도 춘천시 서면 안보리 ,60,0,0,0,1,0,1,http://www.yeyakwang.co.kr/index.php?ps_code=141002194
귀한농부학교 캠핑장 ,자동차야영장,37.8827823,126.8698541,경기도 파주시 법원읍 금곡리 ,60,0,0,0,3,2,3,https://fschool.modoo.at/
매화관광농원캠핑장,일반야영장,35.5854507,128.8006211,경상남도 밀양시 상동면 매화리 ,60,0,0,0,1,1,2,http://r.camperstory.com/resMain.hbb?reserve_path=RP&campseq=2191
반딧불이 캠핑장,일반야영장,35.7126254,129.0740716,경상북도 경주시 산내면 대현리 ,60,0,0,0,1,1,1,https://www.gyeongju.go.kr/tour/page.do?mnu_uid=2339&con_uid=566&cmd=2
별마로빌리지캠핑장,자동차야영장,37.1257108,128.585354,강원도 영월군 김삿갓면 영월동로 1954-40 ,60,0,0,0,2,3,4,https://www.starmaro.com/
산들래 야영장,일반야영장,37.2109376,126.8945754,경기도 화성시 비봉면 자청로207번길 21-73 ,60,0,0,0,1,1,1,http://www.3560768.com/
영종씨사이드캠핑장,"자동차야영장,카라반",37.478646,126.547031,인천시 중구 운남동 1640-1,60,0,0,22,3,3,3,https://www.xn--hy1b07tnrd1yac7cpi07cn9xruo.com:444/index.asp
맑은숲캠프,"일반야영장,자동차야영장",37.5636853,127.7325533,경기도 양평군 청운면 다대리 산45-2번지 외 4필지 ,60,0,0,0,2,1,2,http://hdgbcamp.com/
자연애캠핑장 ,일반야영장,36.8420634,127.8508729,충청북도 괴산군 괴산읍 능촌로 390,60,0,0,0,2,2,2,https://booking.naver.com/booking/3/bizes/238401
초전마을 캠핑장,일반야영장,34.7293609,128.0342924,경남 남해군 미조면 동부대로14번길 27-21,60,0,0,0,1,1,2,https://camplink.co.kr:444/index/0booking/m_calendar.php?camplink=cjcamp
풍혈산 캠핑장 ,일반야영장,38.0143099,127.2957006,경기도 포천시 일동면 수입리 ,60,0,6,0,2,2,2,http://phm.kr/main.htm
은빛물결캠핑장 (구)현리365캠핑랜드 ),"일반야영장,카라반",37.8031457,127.3659137,경기도 가평군 하면 대보리 506-1,60,0,0,0,2,2,1,https://campner.wixsite.com/365camp
싱글벙글 캠핑장 ,자동차야영장,37.2120767,127.1586644,경기 용인시 처인구 이동읍 상덕로 95-62,60,0,0,0,4,7,12,http://r.camperstory.com/resMain.hbb?reserve_path=RP&campseq=318
태안별빛오토캠핑장 ,일반야영장,36.7463585,126.1838497,충청남도 태안군 소원면 법산리 ,61,0,17,0,2,2,2,http://taeanstarcamp.com/
하늘빛계곡,일반야영장,38.0728584,128.5356046,강원도 양양군 서면 설악로 1760 ,61,0,0,0,0,0,0,http://www.yycamp.co.kr/
무릉계곡힐링캠핑장 ,자동차야영장,37.4643694,129.0271769,강원도 동해시 삼화로 467 무릉계곡 힐링캠프장,62,0,0,0,4,6,2,https://www.mureungvalley.or.kr/main/main.htm
조개섬 야영장,일반야영장,34.9924956,127.7829279,경남 하동군 고전면 월진길 115-77,63,0,0,0,2,2,2,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=2739&viewType=read01
옥성 자연휴양림 ,일반야영장,36.2816583,128.2829633,경상북도 구미시 옥성면 휴양림길 150 ,64,0,0,0,4,2,2,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030066
이포보웰빙캠핑장 ,일반야영장,37.3929435,127.5473431,경기도 여주군 대신면 여양로 1935-67 ,65,0,0,0,2,2,1,https://camp.yjcmc.or.kr/epoc
진안국제 캠핑장,일반야영장,35.9654932,127.4611194,전라북도 진안군 용담면 와룡리 ,65,0,0,0,1,1,1,http://mycamping.net/
산청지막계곡캠핑장 ,일반야영장,35.3850747,127.8190127,경남 산청군 금서면 왕등재로 307 ,66,0,0,0,3,1,2,http://zimakcamp.com/
내안의 숲 오토캠핑장 ,일반야영장,36.1837789,126.7457087,충청남도 부여군 옥산면 내대리 ,67,0,0,0,2,2,2,https://xn--220bt54ayhcmwc.com/
아산곡교천야영장,일반야영장,36.8063004,127.0009999,충남 아산시 곡교천로 407 (권곡동),67,0,0,0,3,1,2,https://asancamping.co.kr/_kor/index.asp?
이천캠핑랜드 ,"자동차야영장,글램핑",37.2519359,127.4417691,경기도 이천시 율현동 이섭대천로941번길 49-44 ,67,0,13,0,2,2,2,https://indiaround.co.kr/
자연애 품 캠핑장,"일반야영장,카라반",35.3005114,127.1448632,전라남도 곡성군 옥과면 주산리 ,67,0,0,4,2,2,8,https://bosomofnature.modoo.at/
한라산국립공원 관음사지구 야영장 ,일반야영장,33.4238713,126.5542236,제주특별자치도 제주시 오등동 산록북로 588 ,67,0,0,0,1,1,1,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=3408&viewType=read01
꿈꾸는캠핑장 ,일반야영장,35.293488,127.365272,전남 곡성군 고달면 고산로 325,68,0,0,0,0,0,0,https://cafe.naver.com/goingdream.cafe
송도스포츠캠핑장 ,자동차야영장,37.3511626,126.6190968,인천광역시 연수구 송도동 인천신항대로892번길 50 ,68,0,0,0,2,1,3,https://www.eco-i.or.kr/sportsPark/reservation/camping_reserve.asp
프라임캠핑장 ,자동차야영장,38.0088734,127.7426435,강원 춘천시 사북면 사여골길 25,68,0,0,0,2,2,1,http://r.camperstory.com/resMain.hbb?reserve_path=RP&campseq=1325
내장산국립공원 내장야영장 ,일반야영장,35.4983233,126.9181089,전라북도 정읍시 내장동 내장산로 800(내장동 92-2),69,0,0,0,1,1,2,https://reservation.knps.or.kr/information/campInfo.action?seqId=B042001
덕유캠프농장 ,일반야영장,35.924679,127.759496,전라북도 무주군 설천면 구천동로 1262-4 ,70,0,8,0,2,2,2,http://www.mujucamp.com/
리버힐즈 캠핑장(푸른농원),자동차야영장,37.2959548,128.1883228,강원 영월군 무릉도원면 도원운학로 1043,70,0,0,0,2,2,2,https://cafe.naver.com/riverhills
문복산 캠핑장 ,일반야영장,35.6606015,129.05157,경상북도 경주시 산내면 대현리 ,70,0,0,0,4,2,2,http://www.munbok.co.kr/
웅천친수공원 야영장,일반야영장,34.742005,127.676396,전라남도 여수시 웅천동 ,70,0,0,0,1,1,1,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=2459&viewType=read01
원주두리캠핑장 ,자동차야영장,37.248555,128.1687676,강원도 원주시 신림면 황둔리 ,70,0,0,0,2,1,2,https://cafe.naver.com/7942camp
소금강 장천마을 캠핑장,자동차야영장,37.8465243,128.7045774,강원도 강릉시 연곡면 진고개로 1502 ,70,0,0,0,2,2,4,https://samsan.modoo.at/
달궁힐링야영장,일반야영장,35.351983,127.5556128,전라북도 남원시 산내면 덕동리 287-3,70,0,0,0,1,1,1,https://reservation.knps.or.kr/information/campInfo.action?seqId=B012005
용인힐링캠핑장 ,자동차야영장,37.115621,127.3080335,경기 용인시 처인구 원삼면 보개원삼로 1361,70,0,0,0,4,4,12,http://r.camperstory.com/resMain.hbb?reserve_path=RP&campseq=1544
송정 자연휴양림 ,일반야영장,36.0235917,128.4466122,경상북도 칠곡군 석적면 반계리 ,73,0,0,0,3,2,2,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030076
용봉산캠핑장 ,일반야영장,36.6324341,126.6446032,충청남도 홍성군 홍북면 상하리 ,75,0,0,0,4,5,4,http://yongcam.com/
문경새재국민여가캠핑장,카라반,36.7547637,128.0756159,경상북도 문경시 문경읍 하초리 ,76,0,0,9,1,1,3,https://www.mgtpcr.or.kr/web/index.do
숲이조아 오토캠핑장 ,일반야영장,36.5656209,127.9898533,경상북도 문경시 농암면 율수리 ,76,0,0,0,1,1,1,http://mwoodsna.dgweb.kr/
도레미 캠핑장 ,일반야영장,36.8573495,127.8205319,충청북도 괴산군 불정면 관동로세평4길 24 ,78,0,0,0,2,2,2,http://www.doremicamping.com/
iFA캠프운악 (아이에프에이 캠프운악),"일반야영장,글램핑",37.8946656,127.3058131,경기도 포천시 화현면 화현리 1090-2 ,78,0,3,0,1,1,1,https://www.campunak.co.kr/intro_main.aspx?ReturnUrl=%2f
너와두리농촌캠핑장,일반야영장,36.325784,127.7287446,충청북도 옥천군 청성면 한두레로 387 ,80,0,0,0,3,3,3,https://www.huiln.com/mitem/handure_camp
밤별 캠핑장 ,자동차야영장,37.1546762,127.7273548,충청북도 충주시 앙성면 모점1길 229 ,80,0,0,20,25,6,12,http://www.bambyul.co.kr/default/
오도산 자연휴양림 ,일반야영장,35.6686289,128.0542099,경상남도 합천군 봉산면 오도산휴양로 433 ,80,0,0,0,5,0,2,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030068
원주참숯가마캠핑장(도도캠프),자동차야영장,37.2640568,128.2027943,강원도 원주시 신림면 솔치로 88 ,80,0,0,0,2,2,1,https://wonjucamp4793.modoo.at/
평산 오토캠핑 야영장 ,자동차야영장,37.2011666,127.9796003,충청북도 제천시 백운면 덕동로 205-4 ,80,0,0,0,1,1,3,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=3233&viewType=read01
구봉산오토캠핑장 나인힐스,"자동차야영장,카라반",37.1177422,127.3131954,경기 용인시 처인구 원삼면 보개원삼로1372번길 41,80,0,8,1,4,2,16,https://ninehills.modoo.at/
단풍숲캠핑장 ,자동차야영장,37.1244409,127.3144633,경기 용인시 처인구 원삼면 보개원삼로1462번길 14-23,80,0,0,0,4,2,12,http://xn--6j1bz30au6dhmix1hx7a.jdweb.kr/
태안둘레길캠핑장,일반야영장,36.9319939,126.2939119,충청남도 태안군 이원면 내리 ,81,0,0,0,3,2,2,http://r.camperstory.com/resMain.hbb?reserve_path=RP&campseq=1537
썬빌리지펜션캠핑장,일반야영장,36.062427,129.5741744,경상북도 포항시 남구 호미곶면 호미로 1188 ,82,0,0,0,2,2,2,https://sunbillage.modoo.at/
국립유명산자연휴양림(일반),자동차야영장,37.5926571,127.49095,경기 가평군 설악면 유명산길 79-53,83,0,0,0,4,4,12,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0101
수승대야영장 ,일반야영장,35.7587062,127.8315083,경상남도 거창군 위천면 강천리 ,84,0,0,0,1,1,1,https://www.geochang.go.kr/tour/ssd/camping/reserve/Reserve.do?&pageCd=SD0603000000&siteGubun=ssd
성주봉 자연휴양림 ,일반야영장,36.5350634,128.0416819,경상북도 상주시 은척면 성주봉로 3 ,88,0,0,0,4,2,2,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030039
쉬리마을,일반야영장,38.2469833,127.4209139,강원도 철원군 김화읍 청양리 9-6 ,90,0,0,0,1,3,8,https://www.swiripark.com/index.php
덕풍계곡솔밭야영장,자동차야영장,37.1008122,129.180074,강원도 삼척시 가곡면 풍곡리 ,92,0,0,0,1,1,2,http://tour.invil.com/front/tour/gds/data.do?contsNo=1703403
대가야농촌문화체험특구 캠핑장,일반야영장,35.7122326,128.2651114,경북 고령군 대가야읍 신남로 61,96,0,0,0,2,1,3,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=6768&viewType=read01
칠곡보 오토캠핑장,자동차야영장,36.0202574,128.395463,경상북도 칠곡군 약목면 관호리 ,99,0,0,0,4,2,2,https://www.9749772.com/
강원도힐링캠핑장 ,자동차야영장,37.245979,128.157204,강원도 원주시 신림면 황둔리 ,100,0,0,0,2,2,2,http://r.camperstory.com/resMain.hbb?reserve_path=RP&campseq=394
곰섬야영장 ,일반야영장,36.5884564,126.2914386,충청남도 태안군 남면 신온리 ,100,0,0,0,2,1,4,https://www.gomsem.co.kr/
삼원레저타운,일반야영장,36.7770643,126.3497965,충남 서산시 팔봉면 진장서낭골길 203-14,100,0,0,0,4,2,4,http://samwonleisure.com/
설뫼충효테마파크야영장 ,일반야영장,35.4565999,128.3519947,경남 의령군 부림면 입산로 22-2 ,100,0,0,0,2,2,2,https://smcamping.com/
속리산 사내리 야영장 ,자동차야영장,36.531058,127.8251254,충청북도 보은군 속리산면 법주사로 248-46 ,100,0,0,0,4,2,4,https://sanaeri.modoo.at/
평화강변수목 캠핑장,자동차야영장,38.0189723,126.9779482,경기도 연천군 미산면 삼화리 ,100,0,0,0,3,2,3,
대운산 자연휴양림 ,일반야영장,35.4172798,129.2098495,경상남도 양산시 용당동 탑골길 208-124 ,101,0,0,0,3,0,2,
휴리조트 캠핑장 ,"일반야영장,카라반,글램핑",37.7845463,127.0993871,경기도 양주시 만송동 ,106,0,37,2,4,3,4,
땅에미소 오토캠핑장 ,자동차야영장,38.0547221,127.0871529,경기도 연천군 청산면 거저울길 339 ,110,0,0,0,3,1,3,
제천승마오토캠핑장,"자동차야영장,글램핑",37.1591587,128.1390573,충청북도 제천시 봉양읍 명도리 ,110,0,2,0,3,1,3,
운문산군립공원 소머리 야영장 ,일반야영장,35.6744938,128.9552361,경상북도 청도군 운문면 신원리 ,112,0,0,0,2,1,5,
창원휴양림 오토캠핑장,일반야영장,35.1111546,128.5705925,경상남도 창원시 마산합포구 구산면 석곡리 ,120,0,0,0,4,1,4,
팔봉산관광지 야영장,자동차야영장,37.7018759,127.6953124,강원도 홍천군 서면 한치골길 1122-48 ,120,0,0,0,2,0,2,
정양레포츠공원 오토캠핑장,일반야영장,35.5581982,128.1667524,경남 합천군 대양면 정양리 613,123,0,0,0,2,1,1,
금은모래 캠핑장,일반야영장,37.2939603,127.665852,경기도 여주시 강변유원지길 107 ,151,0,0,0,6,2,1,
구미 캠핑장,"일반야영장,카라반",36.1384962,128.3750556,경상북도 구미시 양호동 614-1,157,0,0,13,5,6,3,
한강공원 난지캠핑장,자동차야영장,37.5699862,126.8720578,서울특별시 마포구 한강난지로 28 ,180,0,0,0,2,4,6,
가산산성 야영장 ,일반야영장,36.0188551,128.6201675,경상북도 칠곡군 동명면 한티로 1034 ,200,0,0,0,5,0,5,
월악산국립공원 덕주야영장 ,자동차야영장,36.8674239,128.087888,충청북도 제천시 한수면 미륵송계로 1647 ,200,0,0,0,1,0,1,
함허동천야영장,자동차야영장,37.6113237,126.4522881,인천광역시 강화군 화도면 해안남로1196번길 38 ,200,0,0,0,6,6,6,
얼음골야영장 ,자동차야영장,37.9601729,128.5157115,강원도 양양군 서면 얼음골길 45 ,300,0,0,0,2,2,2,
용담댐 오토 캠핑장,"일반야영장,카라반",35.9366966,127.529745,전북 진안군 안천면 안용로 539,0,1,0,3,0,0,0,
경주글램존,"일반야영장,글램핑",35.9505185,129.1400306,경상북도 경주시 안강읍 강교리 877-1,0,2,9,0,2,2,2,
배모루캠핑장 ,일반야영장,38.0162074,127.146457,경기도 포천시 창수면 전영로 764 ,0,2,0,0,1,1,1,
교동아일랜드,"자동차야영장,카라반",37.7728422,126.3009741,강화군 교동면 읍내리 6-5번지,2,2,0,5,10,2,5,
캐나디언 카누클럽 야영장,자동차야영장,37.7223944,127.5870896,강원도 홍천군 서면 마곡리 ,2,2,0,0,1,1,1,
단호샌드파크 자동차야영장 ,"일반야영장,자동차야영장,카라반,글램핑",36.555699,128.6302903,경상북도 안동시 남후면 단호리 ,8,2,2,13,2,2,1,
해바라기캠핑장 (쌍용계곡 해바라기펜션&캠핑장),일반야영장,36.5710734,127.9749734,경상북도 문경시 농암면 청화로 695 ,31,2,0,0,2,2,2,
스톤힐 글램핑(글램핑힐),"일반야영장,글램핑",37.5002893,127.4864973,경기도 양평군 양평읍 양근골안길17번길 2-24 ,0,3,8,0,2,2,0,
비체올린,일반야영장,33.3496453,126.2178999,제주특별자치도 제주시 한경면 판포리 ,16,3,0,0,2,2,1,
